loop_id,label,p2ll
956,3,2.5215580554895345
957,3,0.9960015450119623
958,3,1.160988063550391
959,3,2.941602491453877
960,5,1.5156357420243662
961,3,2.4000943312814313
962,3,1.274572806747881
963,3,1.359115983137888
964,3,2.0907652083920145
965,3,2.0907652083920145
966,3,1.787182994680938
967,3,1.787182994680938
968,3,
969,3,1.4281634405444745
970,3,0.6724082751861833
971,3,1.5100905915720164
972,3,
973,3,1.4281634405444745
974,3,
975,3,
976,3,1.470251401636212
977,3,1.2771130182449613
978,3,2.018436196173466
979,3,1.4899937669167884
980,3,2.1146230781317863
981,3,1.8790576944988369
982,3,1.2656056351559801
983,3,0.9944491838968113
984,3,2.1500443651176293
985,3,2.1912022464728844
986,1,1.5117882371764055
987,1,1.1060161576403087
988,1,2.1957943520922276
989,1,1.5458470887380735
990,1,2.6604156354669604
991,1,1.4032453762672772
992,1,1.3708944650392727
993,1,1.5586920333158578
994,1,1.4700322318611112
995,0,1.4131588551334457
996,1,1.416067419121263
997,1,1.6530339266675795
998,1,1.6530339266675795
999,0,
1000,1,1.7135219615892971
1001,1,2.4256867419717576
1002,2,1.7047755514433156
1003,0,2.1127062695973757
1004,2,1.8228405178473726
1005,2,
1006,1,1.9565919727749181
1007,0,2.538899107753899
1008,1,1.6207488166908082
1009,1,1.0033523485569238
1010,4,
1011,4,0.9231359887301877
1012,2,1.5362920876715698
1013,3,1.8858794828900174
1014,3,2.5046599009084636
1015,3,2.604514615804267
1016,3,1.8483803757864654
1017,3,2.5522721064661464
1018,2,1.577489908369697
1019,2,1.577489908369697
1020,4,0.6921347059614775
1021,3,0.7958262693349534
1022,5,2.2462633183538716
1023,5,1.9468935662077531
1024,5,1.6854644226269786
1025,5,2.1347607340642627
1026,5,2.546386783483471
1027,5,2.0723418401278373
1028,2,1.625250558785388
1029,2,1.6654891457487024
1030,2,2.78535023525039
1031,3,2.504699698290302
1032,2,1.82047293953467
1033,5,0.913455402611255
1034,3,1.429667048932363
1035,2,1.5740337068080108
1036,4,1.2040038225532812
1037,1,1.1680538754735807
1038,5,1.1899114095595755
1039,3,0.9347729555769476
1040,5,1.1122368002476413
1041,3,1.6137074602925223
1042,3,1.3544929684478364
1043,3,2.7013079779292974
1044,3,2.1332215296536714
1045,3,2.057357647949972
1046,1,1.9120141792202996
1047,1,1.9120141792202996
1048,5,1.076131201709761
1049,5,1.9859417809063544
1050,3,1.8848743036011095
1051,3,1.8848743036011095
1052,3,1.4571311428568694
1053,3,1.6900313133392382
1054,3,
1055,2,2.605172150415334
1056,5,1.3110271514410081
1057,1,1.924231511948666
1058,1,1.2887916780448627
1059,0,3.0845163650254612
1060,0,2.469703591406819
1061,1,1.3468736407248836
1062,1,1.0440085026895678
1063,2,1.0797807649175948
1064,1,1.227527500675059
1065,2,1.6567919531397464
1066,2,1.3371354290814053
1067,2,1.7654918096016963
1068,1,0.821068691190749
1069,4,1.7468566996923478
1070,2,12.7493567531967
1071,4,2.236867657394209
1072,2,2.251496288062824
1073,4,2.0836048239776774
1074,4,2.4363924763476748
1075,5,2.2290405660609784
1076,2,1.4809170091844892
1077,4,2.4363924763476748
1078,4,1.1981672739723992
1079,2,1.8060047225537696
1080,1,0.7816139270516183
1081,1,1.2716256902659184
1082,5,1.1370191515659216
1083,3,1.1347740784696665
1084,3,2.5782513570441923
1085,3,2.524781917402559
1086,3,0.7460070289004801
1087,5,1.4427314525296255
1088,5,1.8890384494340415
1089,5,1.6050983826786558
1090,5,1.5067037598791864
1091,5,1.133116131752392
1092,3,1.0065807685464228
1093,3,1.1029451212874173
1094,3,1.1788283656010026
1095,5,1.5066853347407911
1096,3,1.444610785512997
1097,3,0.9200008690618331
1098,3,1.3674608148503604
1099,3,1.3674608148503604
1100,4,
1101,2,
1102,1,2.629289757564152
1103,2,1.0663041863657927
1104,0,2.3340965069680863
1105,1,2.3071678369718454
1106,1,1.5048866110159476
1107,2,2.139616819170249
1108,2,1.8280724617322353
1109,1,2.0907254402427804
1110,1,1.8322004543091586
1111,1,2.9125154961836333
1112,1,1.2847791898995835
1113,1,1.100150034501064
1114,1,2.770101283792439
1115,1,1.2405266430613453
1116,4,2.2863145820756063
1117,4,2.2863145820756063
1118,2,1.1644850007925704
1119,2,1.978062246341007
1120,2,1.9368779213637628
1121,4,2.9287642698981884
1122,4,2.570401144146719
1123,2,3.185276794486109
1124,4,1.6736624313837694
1125,2,2.1049410378810847
1126,2,2.755556876433274
1127,4,1.8398970479018557
1128,4,2.189781852969804
1129,4,1.5814759666329188
1130,2,2.4019172702115337
1131,4,1.3778860004189437
1132,2,1.7499768904549784
1133,2,1.8888376915603955
1134,4,2.7601688586129205
1135,4,2.7601688586129205
1136,2,1.6387135977199234
1137,5,1.8468440467975549
1138,1,2.5159983411003095
1139,1,2.4358945386788307
1140,2,2.0696508628328405
